Station,Cast,Bottle_ID,Date,Latitude_degrees_start,Longitude_degrees_start,Latitude_degrees_end,Longitude_degrees_end,Depth_fathoms,Depth_meters,Time_CTD_on,Time_in,Time_bottom,Time_ascent,Time_out,Salinity bottle,Preservation,Tow_start_time,Tow_end_time,Tow_latitude_start,Tow_longitude_start,Tow_latitude_end,Tow_longitude_end,Tow_abundance,Notes,Depth_m_CTD,Salinity,Pres_Vol_ug,Salinity_FLAG,Temperature,Temperature_FLAG,Dissolved_oxygen,DIC,DIC_FLAG,TA,TA_FLAG
103,Bottom,RSA_103A,20210506,40°30.08',69°05.57',40°30.06',69°05.57',42,76.8,4:29,4:29,4:30,4:32,4:33,D4,Mercuric,4:37,4:52,40°30.34,69°05.57,40°31.49,69°05.62,45,,77.82825,32.9416,100,2,7.68993123,2,309.2000042,2051.1,,2230.7,
103,Surface,RSA_103B,20210506,40°30.08',69°05.57',40°30.06',69°05.57',42,76.8,NA,4:29,NA,NA,NA,NA,Mercuric,4:37,4:52,40°30.34,69°05.57,40°31.49,69°05.62,45,,77.82825,32.85531358,100,2,7.94591463,2,322.4810314,2028.3,,2224.6,
104,Bottom,RSA_104A,20210506,40°23.57',69°12.03',40°23.52',69°12.08',44.1,80.7,3:25,3:26,3:27,3:28,3:29,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,82.16543,33.14530314,100,2,7.71454468,2,283.364224,2077.4,,2243.8,
104,Surface,RSA_104B,20210506,40°23.57',69°12.03',40°23.52',69°12.08',44.1,80.7,NA,3:26,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,82.16543,32.85284957,100,2,8.27676514,2,316.2566389,2029.8,,2223.1,
105,Bottom,RSA_105A,20210506,40°29.81',69°24.17',40°29.79',69°24.16',32.7,59.8,11:07,11:08,11:09,11:12,11:14,D7,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,59.00658,32.7982,250,2,7.42223511,2,305.3953859,2050.5,,2215.3,
105,Surface,RSA_105B,20210506,40°29.81',69°24.17',40°29.79',69°24.16',32.7,59.8,NA,11:08,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,59.00658,32.72174817,250,2,7.5981454,2,311.0403413,2043,,2210.5,
106,Bottom,RSA_106A,20210506,40°24.57',69°24.77',40°24.57',69°24.55',38.6,70.6,12:05,12:05,12:06,12:08,12:09,D8,Benzalkonium and mercuric,11:43,11:58,40°25.55,69°24.19,40°24.64,69°24.49,12485,,71.72189,32.9513,250,2,7.56364746,2,302.3817259,2056.7,,2224.9,
106,Surface,RSA_106B,20210506,40°24.57',69°24.77',40°24.57',69°24.55',38.6,70.6,NA,12:05,NA,NA,NA,NA,Benzalkonium and mercuric,11:43,11:58,40°25.55,69°24.19,40°24.64,69°24.49,12485,,71.72189,32.83466983,250,2,8.02790894,2,311.5266384,2042,,2214.2,
107,Bottom,RSA_107A,20210506,40°36.09',69°30.36',40°36.01',69°30.38',29.5,53.9,16:02,16:02,16:03,16:06,16:07,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,55.31548,32.6939006,250,2,7.63554077,2,320.0236963,2039.6,,2211.8,
107,Surface,RSA_107B,20210506,40°36.09',69°30.36',40°36.01',69°30.38',29.5,53.9,NA,16:02,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,55.31548,32.70429148,250,2,7.94743164,2,325.1411087,2033.5,,2210.1,
108,Bottom,RSA_108A,20210506,40°30.47',69°35.41',40°30.42',69°35.41',35.9,65.7,15:07,15:07,15:08,15:11,15:12,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,66.98218,32.87101048,250,2,7.56315714,2,309.8953547,2053.7,,2217.7,
108,Surface,RSA_108B,20210506,40°30.47',69°35.41',40°30.42',69°35.41',35.9,65.7,NA,15:07,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,66.98218,32.74194131,250,2,7.96160889,2,320.0600929,2038.6,,2212.8,
109,Bottom,RSA_109A,20210506,40°23.59',69°36.24',40°23.59',69°36.23',36.3,66.4,13:16,13:16,13:17,13:19,13:20,D9,Benzalkonium and mercuric,13:24,13:40,40°23.54,69°36.60,40°23.48,69°38.30,19,,68.02521,32.9457,250,2,7.78372803,2,297.5592272,2047.5,,2214.9,
109,Surface,RSA_109B,20210506,40°23.59',69°36.24',40°23.59',69°36.23',36.3,66.4,NA,13:16,NA,NA,NA,NA,Benzalkonium and mercuric,13:24,13:40,40°23.54,69°36.60,40°23.48,69°38.30,19,,68.02521,32.92036772,250,2,8.62279022,2,304.0525617,2030.7,,2218.8,
110,Bottom,RSA_110A,20210506,40°23.85',69°41.50',40°23.82',69°41.47',37.5,68.6,14:06,14:07,14:08,14:10,14:11,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,70.24182,32.90720744,250,2,7.68759766,2,296.0347605,2052.7,,2217,
110,Surface,RSA_110B,20210506,40°23.85',69°41.50',40°23.82',69°41.47',37.5,68.6,NA,14:07,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,70.24182,32.88762235,250,2,8.61573748,2,300.4283526,2040.6,,2213.6,
111,Bottom,RSA_111A,20210506,40°36.06',69°41.87',40°35.98',69°41.99',32.1,58.7,NA,17:01,17:02,17:04,17:04,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,CTD off,58.7,33.0237,250,-999,NA,-999,,2051.2,,2225.4,
111,Surface,RSA_111B,20210506,40°36.06',69°41.87',40°35.98',69°41.99',32.1,58.7,NA,17:01,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,58.7,32.775,250,-999,NA,-999,,2028.2,,2210.3,
112,Bottom,RSA_112A,20210506,40°30.13',69°47.48',40°30.08',69°47.55',37.9,69.3,17:47,17:47,17:48,17:49,17:50,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,70.99103,32.94823991,100,2,7.91247559,2,299.6976474,1979.7,,2216.6,
112,Surface,RSA_112B,20210506,40°30.13',69°47.48',40°30.08',69°47.55',37.9,69.3,NA,17:47,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,70.99103,32.86363551,100,2,8.87411743,2,312.4593316,2038.9,,2211.7,
113,Bottom,RSA_113A,20210506,40°35.92',69°53.85',40°35.96',69°53.92',32.1,58.7,18:37,18:37,18:38,18:40,18:40,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,60.57163,32.81506934,100,2,8.28354187,2,303.8918899,2041.5,,2202.5,
113,Surface,RSA_113B,20210506,40°35.92',69°53.85',40°35.96',69°53.92',32.1,58.7,NA,18:37,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,60.57163,32.79171777,100,2,8.86242676,2,305.0727118,2038.6,,2198.1,
114,Bottom,RSA_114A,20210506,40°42.05',69°47.74',40°42.09',69°47.77',26.8,49,19:31,19:32,19:33,19:34,19:35,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,CTD data didn't download,49,32.7195,100,-999,NA,-999,,2035.4,,2201.4,
114,Surface,RSA_114B,20210506,40°42.05',69°47.74',40°42.09',69°47.77',26.8,49,NA,19:32,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,49,32.6981,100,-999,NA,-999,,2027.4,,2208.3,
