Station,Cast,Bottle_ID,Date,Latitude_degrees_start,Longitude_degrees_start,Latitude_degrees_end,Longitude_degrees_end,Depth_fathoms,Depth_meters,Time_CTD_on,Time_in,Time_bottom,Time_ascent,Time_out,Salinity bottle,Preservation,Tow_start_time,Tow_end_time,Tow_latitude_start,Tow_longitude_start,Tow_latitude_end,Tow_longitude_end,Tow_abundance,Notes,Salinity,Salinity_FLAG,Temperature,Temperature_FLAG,Dissolved_oxygen,Depth_meters_CTD,TA,TA_FLAG,DIC,DIC_FLAG
1,Deep,RSA_001B,20210502,41°42.01',69°47.78',41°41.90',69°47.85',24.3,44.43984,1:31,1:31,1:33,1:39,1:43,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,32.70093623,2,6.988067627,2,299.5486147,46.39418381,2192.760472,3,2034.201814,2
1,Shallow,RSA_001A,20210502,41°42.01',69°47.78',41°41.90',69°47.85',24.3,44.43984,NA,1:31,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,32.83934354,2,7.543601162,2,305.6243966,46.39418381,2189.227398,3,2039.823512,2
2,Deep,RSA_002A,20210502,41°36.09',69°41.99',41°36.10',69°41.89',19.7,36.02736,2:48,2:49,2:50,2:53,2:55,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,32.71782948,2,6.958557129,2,305.1544176,37.67806976,2195.417747,3,2043.435402,2
2,Shallow,RSA_002B,20210502,41°36.09',69°41.99',41°36.10',69°41.89',19.7,36.02736,NA,2:49,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,Lots of headspace - around 2 inches,32.58744299,2,6.981889879,2,304.7432803,37.67806976,2196.970044,3,2048.099217,2
3,Deep,RSA_003A,20210502,41°36.22',69°30.26',41°36.28',69°30.24,41.4,75.71232,3:53,3:54,3:55,3:58,4:00,NA,Mercuric,16:10,16:26,41°36.22,69°30.26,41°35.04,69°28.80,1306,,32.81890084,2,6.789825439,2,300.1318342,76.88881653,2224.826401,3,2075.004069,2
3,Shallow,RSA_003B,20210502,41°36.22',69°30.26',41°36.28',69°30.24,41.4,75.71232,NA,3:54,NA,NA,NA,NA,Mercuric,16:10,16:26,41°36.22,69°30.26,41°35.04,69°28.80,1306,,32.90184135,2,7.248159206,2,312.8540059,76.88881653,2221.812175,2,2055.005162,2
5,Deep,RSA_005A,20210502,41°30.58',69°23.99',41°30.56',69°23.90',36.6,66.93408,5:11,5:13,5:15,5:18,5:21,L1,Mercuric,NA,NA,NA,NA,NA,NA,NA,,32.92098714,2,7.166351318,2,305.4302654,67.87361115,2229.089348,3,2066.460558,2
5,Shallow,RSA_005B,20210502,41°30.58',69°23.99',41°30.56',69°23.90',36.6,66.93408,NA,5:13,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,32.96439774,2,7.37458433,2,312.0778819,67.87361115,2223.068081,2,2057.36112,2
4,Deep,RSA_004A,20210502,41°23.64',69°17.71',41°23.68',69°17.67',58.2,106.43616,6:20,6:21,6:24,6:26,6:28,L2,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,Lots of headspace - around 1 inch,32.81051928,2,6.717590332,2,297.9233758,107.4057767,2223.115401,3,2081.22736,2
4,Shallow,RSA_004B,20210502,41°23.64',69°17.71',41°23.68',69°17.67',58.2,106.43616,NA,6:21,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,Lots of headspace - around 1 inch,32.9497564,2,7.29123052,2,306.0274443,107.4057767,2224.299745,3,2067.519509,2
6,Deep,RSA_006A,20210502,41°18.00,69°29.03',41°17.93',69°23.98',24.0,43.8912,NA,7:21,7:22,7:25,7:26,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,CTD off,,-999,,-999,,,2210.139903,3,2048.289209,2
6,Shallow,RSA_006B,20210502,41°18.00,69°29.03',41°17.93',69°23.98',24.0,43.8912,NA,7:21,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,,-999,,-999,,,2207.582079,2,2057.071044,2
7,Deep,RSA_007A,20210502,41°12.15',69°17.78',41°12.08',69°17.71',28.9,52.85232,8:11,8:12,8:14,8:17,8:18,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.85584097,2,7.008026123,2,301.2388536,53.90016907,2221.189822,2,2074.174211,2
7,Shallow,RSA_007B,20210502,41°12.15',69°17.78',41°12.08',69°17.71',28.9,52.85232,NA,8:12,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.84770824,2,7.0017468,2,300.0632357,53.90016907,2220.62777,2,2077.454148,2
8,Deep,RSA_008A,20210502,41°06.12',69°12.10',41°06.04',69°12.01,32.3,59.07024,9:05,9:05,9:06,9:09,9:10,L3,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.83808389,2,7.038024902,2,300.5646849,58.72117584,2213.02104,2,2066.549179,2
8,Shallow,RSA_008B,20210502,41°06.12',69°12.10',41°06.04',69°12.01,32.3,59.07024,NA,9:05,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.82792606,2,7.037919567,2,299.5012482,58.72117584,2215.434475,2,2072.222817,2
9,Deep,RSA_009A,20210502,41°07.97',68°59.85',41°07.88',68°59.73',53.4,97.65792,10:11,10:12,10:14,10:17,10:19,L4,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.86063708,2,6.921356201,2,297.5819977,98.5916745,2224.969178,2,2076.658537,2
9,Shallow,RSA_009B,20210502,41°07.97',68°59.85',41°07.88',68°59.73',53.4,97.65792,NA,10:12,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.85290429,2,7.042637844,2,297.7872051,98.5916745,2219.612612,2,2073.763729,2
10,Deep,RSA_010A,20210502,40°59.84,69°05.27',40°59.67',69°05.28',40.8,74.61504,11:14,11:14,11:15,11:18,11:20,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.85502618,2,7.04296875,2,299.8584057,75.77828186,2217.164287,2,2071.55715,2
10,Shallow,RSA_010B,20210502,40°59.84,69°05.27',40°59.67',69°05.28',40.8,74.61504,NA,11:14,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.56954031,2,7.070066664,2,299.1619673,75.77828186,2214.750495,2,2072.591546,2
11,Deep,RSA_011A,20210502,40°53.92',68°54.24',40°53.85',68°54.25',38.2,69.86016,12:23,12:23,12:25,12:27,12:28,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.97410865,2,7.36932373,2,304.2640873,73.03740662,2220.805902,2,2067.980314,2
11,Shallow,RSA_011B,20210502,40°53.92',68°54.24',40°53.85',68°54.25',38.2,69.86016,NA,12:23,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.93990193,2,7.377318488,2,304.015727,73.03740662,2217.793589,2,2067.794436,2
12,Deep,RSA_012A,20210502,40°53.75',68°47.60',40°53.72',68°47.99',36.5,66.7512,NA,13:07,NA,NA,NA,L5,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,CTD off,-999,999,-999,-999,999,-999,2221.016076,2,2057.719675,2
12,Shallow,RSA_012B,20210502,40°53.75',68°47.60',40°53.72',68°47.99',36.5,66.7512,NA,13:07,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,-999,-999,-999,-999,-999,-999,2218.813027,2,2058.826667,2
13,Deep,RSA_013A,20210502,40°53.79',68°42.18',40°53.78',68°42.12',34.3,62.72784,13:36,13:38,13:39,13:41,13:42,NA,Benzalkonium and mercuric,13:48,14:03,40°54.16,68°42.42,40°55.00,68°43.36,0,Rocks,32.98461685,2,7.528137207,2,308.7198928,63.92988556,2223.587156,2,2051.50835,2
13,Shallow,RSA_013B,20210502,40°53.79',68°42.18',40°53.78',68°42.12',34.3,62.72784,NA,13:38,NA,NA,NA,NA,Benzalkonium and mercuric,13:48,14:03,40°54.16,68°42.42,40°55.00,68°43.36,0,Rocks,32.98159331,2,7.549147034,2,308.2560425,63.92988556,2223.641093,2,2052.531793,2
14,Deep,RSA_014A,20210502,41°00.03',68°47.77',41°00.06,68°47.98',36.3,66.38544,14:47,14:48,14:50,14:51,14:52,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.96023688,2,7.379302979,2,306.5771617,66.03125732,2223.039812,2,2066.444777,2
14,Shallow,RSA_014B,20210502,41°00.03',68°47.77',41°00.06,68°47.98',36.3,66.38544,NA,14:48,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.95754227,2,7.409839527,2,306.4457694,66.03125732,2224.07237,2,2062.767636,2
15,Deep,RSA_015A,20210502,41°06.17',68°41.99',41°06.32',68°42.01',32.2,58.88736,15:40,15:40,15:41,15:47,15:47,L6,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.94875164,2,7.321594238,2,307.8286679,59.02493256,2225.996233,2,2053.667514,2
15,Shallow,RSA_015B,20210502,41°06.17',68°41.99',41°06.32',68°42.01',32.2,58.88736,NA,15:40,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.96311495,2,7.400292068,2,308.4443399,59.02493256,2228.812115,2,2056.683004,2
16,Deep,RSA_016A,20210502,41°12.08',68°47.56',41°12.23',68°47.55',40.8,74.61504,NA,16:28,16:30,16:33,16:34,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,CTD off,,-999,,-999,,,2228.751226,2,2066.058796,2
16,Shallow,RSA_016B,20210502,41°12.08',68°47.56',41°12.23',68°47.55',40.8,74.61504,NA,16:28,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,,-999,,-999,,,2232.569844,2,2072.956605,2
17,Deep,RSA_017A,20210502,41°12.16',68°42.26',41°12.22',68°42.20',35.0,64.008,17:02,17:03,17:05,17:08,17:09,L12,Benzalkonium and mercuric,17:12,17:27,41°12.30,68°42.16,41°12.27,68°40.26,53,,32.92904986,2,7.212402344,2,305.4301965,66.39179962,2228.28084,2,2069.429162,2
17,Shallow,RSA_017B,20210502,41°12.16',68°42.26',41°12.22',68°42.20',35.0,64.008,NA,17:03,NA,NA,NA,NA,Benzalkonium and mercuric,17:12,17:27,41°12.30,68°42.16,41°12.27,68°40.26,53,,32.93915536,2,7.39836137,2,307.7960381,66.39179962,2227.431861,2,2069.540587,2
18,Deep,RSA_018A,20210502,41°12.04',68°35.71',41°12.17',NA,33.0,60.3504,17:57,17:57,17:58,18:00,18:01,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.98872262,2,7.426819,2,310.2296073,60.45032,2226.517817,2,2068.861973,2
18,Shallow,RSA_018B,20210502,41°12.04',68°35.71',41°12.17',NA,33.0,60.3504,NA,17:57,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.99052188,2,7.472057789,2,309.8390143,60.45032,2226.6,2,2057.312734,2
19,Deep,RSA_019A,20210502,41°17.50',68°30.16',41°17.69',68°30.09',31.9,58.33872,18:38,18:38,18:40,18:42,18:44,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,33.00569127,2,7.429626,2,308.768,59.58232,2227.37105,2,2078.501701,2
19,Shallow,RSA_019B,20210502,41°17.50',68°30.16',41°17.69',68°30.09',31.9,58.33872,NA,18:38,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,33.01308564,2,7.467257208,2,308.1073359,59.58232,2229.757704,2,2078.439288,2
20,Deep,RSA_020A,20210502,41°21.06',68°41.78',41°21.12',68°41.76',51.2,93.63456,19:49,19:49,19:50,19:52,19:53,L11,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.88129065,2,7.006989,2,303.8080718,94.73071,2231.9,2,2073.73149,2
20,Shallow,RSA_020B,20210502,41°21.06',68°41.78',41°21.12',68°41.76',51.2,93.63456,NA,19:49,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.90580321,2,7.137035574,2,305.7195915,94.73071,2231.012011,2,2079.12551,2
21,Deep,RSA_021A,20210502,41°21.16',68°35.29',41°21.21',68°35.12',41.4,75.71232,20:23,20:23,20:25,20:27,20:28,L10,Benzalkonium and mercuric,20:31,20:47,41°21.39,68°34.50,41°21.68,68°33.03,24,Tow abundance edited from 23 -- we physically have 24 samples,32.90605578,2,7.108948,2,304.7401471,77.64481,2228.906311,2,2071.79469,2
21,Shallow,RSA_021B,20210502,41°21.16',68°35.29',41°21.21',68°35.12',41.4,75.71232,NA,20:23,NA,NA,NA,NA,Benzalkonium and mercuric,20:31,20:47,41°21.39,68°34.50,41°21.68,68°33.03,24,,32.9255928,2,7.238819455,2,306.0326473,77.64481,2227.601115,2,2076.169535,2
22,Deep,RSA_022A,20210502,41°23.51',68°24.20',41°23.55',68°24.24',35.7,65.28816,NA,21:29,21:30,21:35,21:37,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,CTD off,,-999,,-999,,,2229.289749,2,2077.653707,2
22,Shallow,RSA_022B,20210502,41°23.51',68°24.20',41°23.55',68°24.24',35.7,65.28816,NA,21:29,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,,-999,,-999,,,2226.681401,2,2066.507971,2
23,Deep,RSA_023A,20210502,41°30.02',68°29.85',41°30.12',68°29.71',52.2,95.46336,22:32,22:32,22:35,22:37,22:40,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,32.95971815,2,7.222565,2,299.8602469,96.40216,2231.493926,2,2081.830757,2
23,Shallow,RSA_023B,20210502,41°30.02',68°29.85',41°30.12',68°29.71',52.2,95.46336,NA,22:32,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,32.96085404,2,7.292552462,2,304.8688846,96.40216,2231.345262,2,2082.151786,2
24,Deep,RSA_024A,20210502,41°36.16',68°23.75',41°36.30',68°23.59',15.0,27.432,23:28,23:28,23:28,23:29,23:31,L18,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.05483647,2,7.710571,2,304.7659502,27.53687,2226.248489,2,2069.807435,2
24,Shallow,RSA_024B,20210502,41°36.16',68°23.75',41°36.30',68°23.59',15.0,27.432,NA,23:28,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.05295221,2,7.716288924,2,304.2670468,27.53687,2226.398372,2,2062.289932,2
25,Deep,RSA_025A,20210503,41°47.04,68°11.30',41°47.05',68°11.00',40.0,73.152,1:03,1:04,1:05,1:07,1:08,L9,Mercuric,1:04,1:28,41°47.04,68°11.36,41°46.96,68°09.93,292,,32.96103898,2,7.184998,2,292.3669427,74.68767,2233.742463,2,2089.802612,2
25,Shallow,RSA_025B,20210503,41°47.04,68°11.30',41°47.05',68°11.00',40.0,73.152,NA,1:04,NA,NA,NA,NA,Mercuric,1:04,1:28,41°47.04,68°11.36,41°46.96,68°09.93,292,,33.03018222,2,7.87240281,2,314.6860983,74.68767,2224.429946,2,2039.899048,2
26,Deep,RSA_026A,20210503,41°47.04',68°00.19',41°47.12',68°00.05',22.9,41.87952,2:20,2:20,2:21,2:23,2:23,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.05766756,2,7.604797,2,299.8483633,43.95594,2232.408397,2,2072.124771,2
26,Shallow,RSA_026B,20210503,41°47.04',68°00.19',41°47.12',68°00.05',22.9,41.87952,NA,2:20,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.05298754,2,7.615046364,2,299.9221564,43.95594,2231.339777,2,2075.945703,2
27,Deep,RSA_027A,20210503,41°53.08',67°54.19',41°53.16',67°54.18',30.4,55.59552,3:12,3:12,3:14,3:14,3:16,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,32.9661472,2,7.22525,2,291.3312778,55.95419,2234.663654,2,2091.438168,2
27,Shallow,RSA_027B,20210503,41°53.08',67°54.19',41°53.16',67°54.18',30.4,55.59552,NA,3:12,NA,NA,NA,NA,Mercuric,NA,NA,NA,NA,NA,NA,NA,,33.00170398,2,7.601482731,2,305.4625462,55.95419,2231.930591,2,2069.056827,2
28,Deep,RSA_028A,20210503,42°00.67',67°29.72',42°00.76',67°29.72',24.9,45.53712,5:27,5:27,5:28,5:31,5:32,NA,Benzalkonium and mercuric,6:00,6:15,42°03.93,67°26.05,42°04.98,67°25.22,2008,,32.94026851,2,7.363434,2,298.2713494,43.69947,2223.953949,2,2071.847735,2
28,Shallow,RSA_028B,20210503,42°00.67',67°29.72',42°00.76',67°29.72',24.9,45.53712,NA,5:27,NA,NA,NA,NA,Benzalkonium and mercuric,6:00,6:15,42°03.93,67°26.05,42°04.98,67°25.22,2008,,32.882829,2,7.391970825,2,297.4606225,43.69947,2214.2,2,2076.771445,2
29,Deep,RSA_029A,20210503,42°06.32',67°23.90',42°06.54',67°23.87',43.2,79.00416,6:34,6:34,6:36,6:39,6:40,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.89348532,2,7.105377,2,293.2975351,78.02595,2227.849933,2,2082.121867,2
29,Shallow,RSA_029B,20210503,42°06.32',67°23.90',42°06.54',67°23.87',43.2,79.00416,NA,6:34,NA,NA,NA,NA,Benzalkonium and mercuric,NA,NA,NA,NA,NA,NA,NA,,32.64102022,2,6.973252762,2,305.8541571,78.02595,2200.024039,2,2048.135541,2
30,Deep,RSA_030A,20210503,42°06.02',67°11.74',42°06.07',67°11.67',29.9,54.68112,NA,7:40,7:41,7:44,7:44,NA,Benzalkonium and mercuric,7:47,8:02,42°05.96,67°11.69,42°04.79,67°11.88,1498,CTD off,-999,-999,-999,-999,-999,-999,2207.713144,2,2064.300125,2
