"","x"
"61875","09:01:50.750"
"61876","09:01:50.875"
"61877","09:01:51.000"
"61878","09:01:51.125"
"61879","09:01:51.250"
"61880","09:01:51.375"
"61881","09:01:51.500"
"61882","09:01:51.625"
"61883","09:01:51.750"
"61884","09:01:51.875"
"61885","09:01:52.000"
"61886","09:01:52.125"
"61887","09:01:52.250"
"61888","09:01:52.375"
"61889","09:01:52.500"
"61890","09:01:52.625"
"61891","09:01:52.750"
"61892","09:01:52.875"
"61893","09:01:53.000"
"61894","09:01:53.125"
"61895","09:01:53.250"
"61896","09:01:53.375"
"61897","09:01:53.500"
"61898","09:01:53.625"
"61899","09:01:53.750"
"61900","09:01:53.875"
"61901","09:01:54.000"
"61902","09:01:54.125"
"61903","09:01:54.250"
"61904","09:01:54.375"
"61905","09:01:54.500"
"61906","09:01:54.625"
"61907","09:01:54.750"
"61908","09:01:54.875"
"61909","09:01:55.000"
"61910","09:01:55.125"
"61911","09:01:55.250"
"61912","09:01:55.375"
"61913","09:01:55.500"
"61914","09:01:55.625"
"61915","09:01:55.750"
"61916","09:01:55.875"
"61917","09:01:56.000"
"61918","09:01:56.125"
"61919","09:01:56.250"
"61920","09:01:56.375"
"61921","09:01:56.500"
"61922","09:01:56.625"
"61923","09:01:56.750"
"61924","09:01:56.875"
"61925","09:01:57.000"
"61926","09:01:57.125"
"61927","09:01:57.250"
"61928","09:01:57.375"
"61929","09:01:57.500"
"61930","09:01:57.625"
"61931","09:01:57.750"
"61932","09:01:57.875"
"61933","09:01:58.000"
"61934","09:01:58.125"
"61935","09:01:58.250"
"61936","09:01:58.375"
"61937","09:01:58.500"
"61938","09:01:58.625"
"61939","09:01:58.750"
"61940","09:01:58.875"
"61941","09:01:59.000"
"61942","09:01:59.125"
"61943","09:01:59.250"
"61944","09:01:59.375"
"61945","09:01:59.500"
"61946","09:01:59.625"
"61947","09:01:59.750"
"61948","09:01:59.875"
"61949","09:02:00.000"
"61950","09:02:00.125"
"61951","09:02:00.250"
"61952","09:02:00.375"
"61953","09:02:00.500"
"61954","09:02:00.625"
"61955","09:02:00.750"
"61956","09:02:00.875"
"61957","09:02:01.000"
"61958","09:02:01.125"
"61959","09:02:01.250"
"61960","09:02:01.375"
"61961","09:02:01.500"
"61962","09:02:01.625"
"61963","09:02:01.750"
"61964","09:02:01.875"
"61965","09:02:02.000"
"61966","09:02:02.125"
"61967","09:02:02.250"
"61968","09:02:02.375"
"61969","09:02:02.500"
"61970","09:02:02.625"
"61971","09:02:02.750"
"61972","09:02:02.875"
"61973","09:02:03.000"
"61974","09:02:03.125"
"61975","09:02:03.250"
"61976","09:02:03.375"
"61977","09:02:03.500"
"61978","09:02:03.625"
"61979","09:02:03.750"
"61980","09:02:03.875"
"61981","09:02:04.000"
"61982","09:02:04.125"
"61983","09:02:04.250"
"61984","09:02:04.375"
"61985","09:02:04.500"
"61986","09:02:04.625"
"61987","09:02:04.750"
"61988","09:02:04.875"
"61989","09:02:05.000"
"61990","09:02:05.125"
"61991","09:02:05.250"
"61992","09:02:05.375"
"61993","09:02:05.500"
"61994","09:02:05.625"
"61995","09:02:05.750"
"61996","09:02:05.875"
"61997","09:02:06.000"
"61998","09:02:06.125"
"61999","09:02:06.250"
"62000","09:02:06.375"
"62001","09:02:06.500"
"62002","09:02:06.625"
"62003","09:02:06.750"
"62004","09:02:06.875"
"62005","09:02:07.000"
"62006","09:02:07.125"
"62007","09:02:07.250"
"62008","09:02:07.375"
"62009","09:02:07.500"
"62010","09:02:07.625"
"62011","09:02:07.750"
"62012","09:02:07.875"
"62013","09:02:08.000"
"62014","09:02:08.125"
"62015","09:02:08.250"
"62016","09:02:08.375"
"62017","09:02:08.500"
"62018","09:02:08.625"
"62019","09:02:08.750"
"62020","09:02:08.875"
"62021","09:02:09.000"
"62022","09:02:09.125"
"62023","09:02:09.250"
"62024","09:02:09.375"
"62025","09:02:09.500"
"62026","09:02:09.625"
"62027","09:02:09.750"
"62028","09:02:09.875"
"62029","09:02:10.000"
"62030","09:02:10.125"
"62031","09:02:10.250"
"62032","09:02:10.375"
"62033","09:02:10.500"
"62034","09:02:10.625"
"62035","09:02:10.750"
"62036","09:02:10.875"
"62037","09:02:11.000"
"62038","09:02:11.125"
"62039","09:02:11.250"
"62040","09:02:11.375"
"62041","09:02:11.500"
"62042","09:02:11.625"
"62043","09:02:11.750"
"62044","09:02:11.875"
"62045","09:02:12.000"
"62046","09:02:12.125"
"62047","09:02:12.250"
"62048","09:02:12.375"
"62049","09:02:12.500"
"62050","09:02:12.625"
"62051","09:02:12.750"
"62052","09:02:12.875"
"62053","09:02:13.000"
"62054","09:02:13.125"
"62055","09:02:13.250"
"62056","09:02:13.375"
"62057","09:02:13.500"
"62058","09:02:13.625"
"62059","09:02:13.750"
"62060","09:02:13.875"
"62061","09:02:14.000"
"62062","09:02:14.125"
"62063","09:02:14.250"
"62064","09:02:14.375"
"62065","09:02:14.500"
"62066","09:02:14.625"
"62067","09:02:14.750"
"62068","09:02:14.875"
"62069","09:02:15.000"
"62070","09:02:15.125"
"62071","09:02:15.250"
"62072","09:02:15.375"
"62073","09:02:15.500"
"62074","09:02:15.625"
"62075","09:02:15.750"
"62076","09:02:15.875"
"62077","09:02:16.000"
"62078","09:02:16.125"
"62079","09:02:16.250"
"62080","09:02:16.375"
"62081","09:02:16.500"
"62082","09:02:16.625"
"62083","09:02:16.750"
"62084","09:02:16.875"
"62085","09:02:17.000"
"62086","09:02:17.125"
"62087","09:02:17.250"
"62088","09:02:17.375"
"62089","09:02:17.500"
"62090","09:02:17.625"
"62091","09:02:17.750"
"62092","09:02:17.875"
"62093","09:02:18.000"
"62094","09:02:18.125"
"62095","09:02:18.250"
"62096","09:02:18.375"
"62097","09:02:18.500"
"62098","09:02:18.625"
"62099","09:02:18.750"
"62100","09:02:18.875"
"62101","09:02:19.000"
"62102","09:02:19.125"
"62103","09:02:19.250"
"62104","09:02:19.375"
"62105","09:02:19.500"
"62106","09:02:19.625"
"62107","09:02:19.750"
"62108","09:02:19.875"
"62109","09:02:20.000"
"62110","09:02:20.125"
"62111","09:02:20.250"
"62112","09:02:20.375"
"62113","09:02:20.500"
"62114","09:02:20.625"
"62115","09:02:20.750"
"62116","09:02:20.875"
"62117","09:02:21.000"
"62118","09:02:21.125"
"62119","09:02:21.250"
"62120","09:02:21.375"
"62121","09:02:21.500"
"62122","09:02:21.625"
"62123","09:02:21.750"
"62124","09:02:21.875"
"62125","09:02:22.000"
"62126","09:02:22.125"
"62127","09:02:22.250"
"62128","09:02:22.375"
"62129","09:02:22.500"
"62130","09:02:22.625"
"62131","09:02:22.750"
"62132","09:02:22.875"
"62133","09:02:23.000"
"62134","09:02:23.125"
"62135","09:02:23.250"
"62136","09:02:23.375"
"62137","09:02:23.500"
"62138","09:02:23.625"
"62139","09:02:23.750"
"62140","09:02:23.875"
"62141","09:02:24.000"
"62142","09:02:24.125"
"62143","09:02:24.250"
"62144","09:02:24.375"
"62145","09:02:24.500"
"62146","09:02:24.625"
"62147","09:02:24.750"
"62148","09:02:24.875"
"62149","09:02:25.000"
"62150","09:02:25.125"
"62151","09:02:25.250"
"62152","09:02:25.375"
"62153","09:02:25.500"
"62154","09:02:25.625"
"62155","09:02:25.750"
"62156","09:02:25.875"
"62157","09:02:26.000"
"62158","09:02:26.125"
"62159","09:02:26.250"
"62160","09:02:26.375"
"62161","09:02:26.500"
"62162","09:02:26.625"
"62163","09:02:26.750"
"62164","09:02:26.875"
"62165","09:02:27.000"
"62166","09:02:27.125"
"62167","09:02:27.250"
"62168","09:02:27.375"
"62169","09:02:27.500"
"62170","09:02:27.625"
"62171","09:02:27.750"
"62172","09:02:27.875"
"62173","09:02:28.000"
"62174","09:02:28.125"
"62175","09:02:28.250"
"62176","09:02:28.375"
"62177","09:02:28.500"
"62178","09:02:28.625"
"62179","09:02:28.750"
"62180","09:02:28.875"
"62181","09:02:29.000"
"62182","09:02:29.125"
"62183","09:02:29.250"
"62184","09:02:29.375"
"62185","09:02:29.500"
"62186","09:02:29.625"
"62187","09:02:29.750"
"62188","09:02:29.875"
"62189","09:02:30.000"
"62190","09:02:30.125"
"62191","09:02:30.250"
"62192","09:02:30.375"
"62193","09:02:30.500"
"62194","09:02:30.625"
"62195","09:02:30.750"
"62196","09:02:30.875"
"62197","09:02:31.000"
"62198","09:02:31.125"
"62199","09:02:31.250"
"62200","09:02:31.375"
"62201","09:02:31.500"
"62202","09:02:31.625"
"62203","09:02:31.750"
"62204","09:02:31.875"
"62205","09:02:32.000"
"62206","09:02:32.125"
"62207","09:02:32.250"
"62208","09:02:32.375"
"62209","09:02:32.500"
"62210","09:02:32.625"
"62211","09:02:32.750"
"62212","09:02:32.875"
"62213","09:02:33.000"
"62214","09:02:33.125"
"62215","09:02:33.250"
"62216","09:02:33.375"
"62217","09:02:33.500"
"62218","09:02:33.625"
"62219","09:02:33.750"
"62220","09:02:33.875"
"62221","09:02:34.000"
"62222","09:02:34.125"
"62223","09:02:34.250"
"62224","09:02:34.375"
"62225","09:02:34.500"
"62226","09:02:34.625"
"62227","09:02:34.750"
"62228","09:02:34.875"
"62229","09:02:35.000"
"62230","09:02:35.125"
"62231","09:02:35.250"
"62232","09:02:35.375"
"62233","09:02:35.500"
"62234","09:02:35.625"
"62235","09:02:35.750"
"62236","09:02:35.875"
"62237","09:02:36.000"
"62238","09:02:36.125"
"62239","09:02:36.250"
"62240","09:02:36.375"
"62241","09:02:36.500"
"62242","09:02:36.625"
"62243","09:02:36.750"
"62244","09:02:36.875"
"62245","09:02:37.000"
"62246","09:02:37.125"
"62247","09:02:37.250"
"62248","09:02:37.375"
"62249","09:02:37.500"
"62250","09:02:37.625"
"62251","09:02:37.750"
"62252","09:02:37.875"
"62253","09:02:38.000"
"62254","09:02:38.125"
"62255","09:02:38.250"
"62256","09:02:38.375"
"62257","09:02:38.500"
"62258","09:02:38.625"
"62259","09:02:38.750"
"62260","09:02:38.875"
"62261","09:02:39.000"
"62262","09:02:39.125"
"62263","09:02:39.250"
"62264","09:02:39.375"
"62265","09:02:39.500"
"62266","09:02:39.625"
"62267","09:02:39.750"
"62268","09:02:39.875"
"62269","09:02:40.000"
"62270","09:02:40.125"
"62271","09:02:40.250"
"62272","09:02:40.375"
"62273","09:02:40.500"
"62274","09:02:40.625"
"62275","09:02:40.750"
"62276","09:02:40.875"
"62277","09:02:41.000"
"62278","09:02:41.125"
"62279","09:02:41.250"
"62280","09:02:41.375"
"62281","09:02:41.500"
"62282","09:02:41.625"
"62283","09:02:41.750"
"62284","09:02:41.875"
"62285","09:02:42.000"
"62286","09:02:42.125"
"62287","09:02:42.250"
"62288","09:02:42.375"
"62289","09:02:42.500"
"62290","09:02:42.625"
"62291","09:02:42.750"
"62292","09:02:42.875"
"62293","09:02:43.000"
"62294","09:02:43.125"
"62295","09:02:43.250"
"62296","09:02:43.375"
"62297","09:02:43.500"
"62298","09:02:43.625"
"62299","09:02:43.750"
"62300","09:02:43.875"
"62301","09:02:44.000"
"62302","09:02:44.125"
"62303","09:02:44.250"
"62304","09:02:44.375"
"62305","09:02:44.500"
"62306","09:02:44.625"
"62307","09:02:44.750"
"62308","09:02:44.875"
"62309","09:02:45.000"
"62310","09:02:45.125"
"62311","09:02:45.250"
"62312","09:02:45.375"
"62313","09:02:45.500"
"62314","09:02:45.625"
"62315","09:02:45.750"
"62316","09:02:45.875"
"62317","09:02:46.000"
"62318","09:02:46.125"
"62319","09:02:46.250"
"62320","09:02:46.375"
"62321","09:02:46.500"
"62322","09:02:46.625"
"62323","09:02:46.750"
"62324","09:02:46.875"
"62325","09:02:47.000"
"62326","09:02:47.125"
"62327","09:02:47.250"
"62328","09:02:47.375"
"62329","09:02:47.500"
"62330","09:02:47.625"
"62331","09:02:47.750"
"62332","09:02:47.875"
"62333","09:02:48.000"
"62334","09:02:48.125"
"62335","09:02:48.250"
"62336","09:02:48.375"
"62337","09:02:48.500"
"62338","09:02:48.625"
"62339","09:02:48.750"
"62340","09:02:48.875"
"62341","09:02:49.000"
"62342","09:02:49.125"
"62343","09:02:49.250"
"62344","09:02:49.375"
"62345","09:02:49.500"
"62346","09:02:49.625"
"62347","09:02:49.750"
"62348","09:02:49.875"
"62349","09:02:50.000"
"62350","09:02:50.125"
"62351","09:02:50.250"
"62352","09:02:50.375"
"62353","09:02:50.500"
"62354","09:02:50.625"
"62355","09:02:50.750"
"62356","09:02:50.875"
"62357","09:02:51.000"
"62358","09:02:51.125"
"62359","09:02:51.250"
"62360","09:02:51.375"
"62361","09:02:51.500"
"62362","09:02:51.625"
"62363","09:02:51.750"
"62364","09:02:51.875"
"62365","09:02:52.000"
"62366","09:02:52.125"
"62367","09:02:52.250"
"62368","09:02:52.375"
"62369","09:02:52.500"
"62370","09:02:52.625"
"62371","09:02:52.750"
"62372","09:02:52.875"
"62373","09:02:53.000"
"62374","09:02:53.125"
"62375","09:02:53.250"
"62376","09:02:53.375"
"62377","09:02:53.500"
"62378","09:02:53.625"
"62379","09:02:53.750"
"62380","09:02:53.875"
"62381","09:02:54.000"
"62382","09:02:54.125"
"62383","09:02:54.250"
"62384","09:02:54.375"
"62385","09:02:54.500"
"62386","09:02:54.625"
"62387","09:02:54.750"
"62388","09:02:54.875"
"62389","09:02:55.000"
"62390","09:02:55.125"
"62391","09:02:55.250"
"62392","09:02:55.375"
"62393","09:02:55.500"
"62394","09:02:55.625"
"62395","09:02:55.750"
"62396","09:02:55.875"
"62397","09:02:56.000"
"62398","09:02:56.125"
"62399","09:02:56.250"
"62400","09:02:56.375"
"62401","09:02:56.500"
"62402","09:02:56.625"
"62403","09:02:56.750"
"62404","09:02:56.875"
"62405","09:02:57.000"
"62406","09:02:57.125"
"62407","09:02:57.250"
"62408","09:02:57.375"
"62409","09:02:57.500"
"62410","09:02:57.625"
"62411","09:02:57.750"
"62412","09:02:57.875"
"62413","09:02:58.000"
"62414","09:02:58.125"
"62415","09:02:58.250"
"62416","09:02:58.375"
"62417","09:02:58.500"
"62418","09:02:58.625"
"62419","09:02:58.750"
"62420","09:02:58.875"
"62421","09:02:59.000"
"62422","09:02:59.125"
"62423","09:02:59.250"
"62424","09:02:59.375"
"62425","09:02:59.500"
"62426","09:02:59.625"
"62427","09:02:59.750"
"62428","09:02:59.875"
"62429","09:03:00.000"
"62430","09:03:00.125"
"62431","09:03:00.250"
"62432","09:03:00.375"
"62433","09:03:00.500"
"62434","09:03:00.625"
"62435","09:03:00.750"
"62436","09:03:00.875"
"62437","09:03:01.000"
"62438","09:03:01.125"
"62439","09:03:01.250"
"62440","09:03:01.375"
"62441","09:03:01.500"
"62442","09:03:01.625"
"62443","09:03:01.750"
"62444","09:03:01.875"
"62445","09:03:02.000"
"62446","09:03:02.125"
"62447","09:03:02.250"
"62448","09:03:02.375"
"62449","09:03:02.500"
"62450","09:03:02.625"
"62451","09:03:02.750"
"62452","09:03:02.875"
"62453","09:03:03.000"
"62454","09:03:03.125"
"62455","09:03:03.250"
"62456","09:03:03.375"
"62457","09:03:03.500"
"62458","09:03:03.625"
"62459","09:03:03.750"
"62460","09:03:03.875"
"62461","09:03:04.000"
"62462","09:03:04.125"
"62463","09:03:04.250"
"62464","09:03:04.375"
"62465","09:03:04.500"
"62466","09:03:04.625"
"62467","09:03:04.750"
"62468","09:03:04.875"
"62469","09:03:05.000"
"62470","09:03:05.125"
"62471","09:03:05.250"
"62472","09:03:05.375"
"62473","09:03:05.500"
"62474","09:03:05.625"
"62475","09:03:05.750"
"62476","09:03:05.875"
"62477","09:03:06.000"
"62478","09:03:06.125"
"62479","09:03:06.250"
"62480","09:03:06.375"
"62481","09:03:06.500"
"62482","09:03:06.625"
"62483","09:03:06.750"
"62484","09:03:06.875"
"62485","09:03:07.000"
"62486","09:03:07.125"
"62487","09:03:07.250"
"62488","09:03:07.375"
"62489","09:03:07.500"
"62490","09:03:07.625"
"62491","09:03:07.750"
"62492","09:03:07.875"
"62493","09:03:08.000"
"62494","09:03:08.125"
"62495","09:03:08.250"
"62496","09:03:08.375"
"62497","09:03:08.500"
"62498","09:03:08.625"
"62499","09:03:08.750"
"62500","09:03:08.875"
"62501","09:03:09.000"
"62502","09:03:09.125"
"62503","09:03:09.250"
"62504","09:03:09.375"
"62505","09:03:09.500"
"62506","09:03:09.625"
"62507","09:03:09.750"
"62508","09:03:09.875"
"62509","09:03:10.000"
"62510","09:03:10.125"
"62511","09:03:10.250"
"62512","09:03:10.375"
"62513","09:03:10.500"
"62514","09:03:10.625"
"62515","09:03:10.750"
"62516","09:03:10.875"
"62517","09:03:11.000"
"62518","09:03:11.125"
"62519","09:03:11.250"
"62520","09:03:11.375"
"62521","09:03:11.500"
"62522","09:03:11.625"
"62523","09:03:11.750"
"62524","09:03:11.875"
"62525","09:03:12.000"
"62526","09:03:12.125"
"62527","09:03:12.250"
"62528","09:03:12.375"
"62529","09:03:12.500"
"62530","09:03:12.625"
"62531","09:03:12.750"
"62532","09:03:12.875"
"62533","09:03:13.000"
"62534","09:03:13.125"
"62535","09:03:13.250"
"62536","09:03:13.375"
"62537","09:03:13.500"
"62538","09:03:13.625"
"62539","09:03:13.750"
"62540","09:03:13.875"
"62541","09:03:14.000"
"62542","09:03:14.125"
"62543","09:03:14.250"
"62544","09:03:14.375"
"62545","09:03:14.500"
"62546","09:03:14.625"
"62547","09:03:14.750"
"62548","09:03:14.875"
"62549","09:03:15.000"
"62550","09:03:15.125"
"62551","09:03:15.250"
"62552","09:03:15.375"
"62553","09:03:15.500"
"62554","09:03:15.625"
"62555","09:03:15.750"
"62556","09:03:15.875"
"62557","09:03:16.000"
"62558","09:03:16.125"
"62559","09:03:16.250"
"62560","09:03:16.375"
"62561","09:03:16.500"
"62562","09:03:16.625"
"62563","09:03:16.750"
"62564","09:03:16.875"
"62565","09:03:17.000"
"62566","09:03:17.125"
"62567","09:03:17.250"
"62568","09:03:17.375"
"62569","09:03:17.500"
"62570","09:03:17.625"
"62571","09:03:17.750"
"62572","09:03:17.875"
"62573","09:03:18.000"
"62574","09:03:18.125"
"62575","09:03:18.250"
"62576","09:03:18.375"
"62577","09:03:18.500"
"62578","09:03:18.625"
"62579","09:03:18.750"
"62580","09:03:18.875"
"62581","09:03:19.000"
"62582","09:03:19.125"
"62583","09:03:19.250"
"62584","09:03:19.375"
"62585","09:03:19.500"
"62586","09:03:19.625"
"62587","09:03:19.750"
"62588","09:03:19.875"
"62589","09:03:20.000"
"62590","09:03:20.125"
"62591","09:03:20.250"
"62592","09:03:20.375"
"62593","09:03:20.500"
"62594","09:03:20.625"
"62595","09:03:20.750"
"62596","09:03:20.875"
"62597","09:03:21.000"
"62598","09:03:21.125"
"62599","09:03:21.250"
"62600","09:03:21.375"
"62601","09:03:21.500"
"62602","09:03:21.625"
"62603","09:03:21.750"
"62604","09:03:21.875"
"62605","09:03:22.000"
"62606","09:03:22.125"
"62607","09:03:22.250"
"62608","09:03:22.375"
"62609","09:03:22.500"
"62610","09:03:22.625"
"62611","09:03:22.750"
"62612","09:03:22.875"
"62613","09:03:23.000"
"62614","09:03:23.125"
"62615","09:03:23.250"
"62616","09:03:23.375"
"62617","09:03:23.500"
"62618","09:03:23.625"
"62619","09:03:23.750"
"62620","09:03:23.875"
"62621","09:03:24.000"
"62622","09:03:24.125"
"62623","09:03:24.250"
"62624","09:03:24.375"
"62625","09:03:24.500"
"62626","09:03:24.625"
"62627","09:03:24.750"
"62628","09:03:24.875"
"62629","09:03:25.000"
"62630","09:03:25.125"
"62631","09:03:25.250"
"62632","09:03:25.375"
"62633","09:03:25.500"
"62634","09:03:25.625"
"62635","09:03:25.750"
"62636","09:03:25.875"
"62637","09:03:26.000"
"62638","09:03:26.125"
"62639","09:03:26.250"
"62640","09:03:26.375"
"62641","09:03:26.500"
"62642","09:03:26.625"
"62643","09:03:26.750"
"62644","09:03:26.875"
"62645","09:03:27.000"
"62646","09:03:27.125"
"62647","09:03:27.250"
"62648","09:03:27.375"
"62649","09:03:27.500"
"62650","09:03:27.625"
"62651","09:03:27.750"
"62652","09:03:27.875"
"62653","09:03:28.000"
"62654","09:03:28.125"
"62655","09:03:28.250"
"62656","09:03:28.375"
"62657","09:03:28.500"
"62658","09:03:28.625"
"62659","09:03:28.750"
"62660","09:03:28.875"
"62661","09:03:29.000"
"62662","09:03:29.125"
"62663","09:03:29.250"
"62664","09:03:29.375"
"62665","09:03:29.500"
"62666","09:03:29.625"
"62667","09:03:29.750"
"62668","09:03:29.875"
"62669","09:03:30.000"
"62670","09:03:30.125"
"62671","09:03:30.250"
"62672","09:03:30.375"
"62673","09:03:30.500"
"62674","09:03:30.625"
"62675","09:03:30.750"
"62676","09:03:30.875"
"62677","09:03:31.000"
"62678","09:03:31.125"
"62679","09:03:31.250"
"62680","09:03:31.375"
"62681","09:03:31.500"
"62682","09:03:31.625"
"62683","09:03:31.750"
"62684","09:03:31.875"
"62685","09:03:32.000"
"62686","09:03:32.125"
"62687","09:03:32.250"
"62688","09:03:32.375"
"62689","09:03:32.500"
"62690","09:03:32.625"
"62691","09:03:32.750"
"62692","09:03:32.875"
"62693","09:03:33.000"
"62694","09:03:33.125"
"62695","09:03:33.250"
"62696","09:03:33.375"
"62697","09:03:33.500"
"62698","09:03:33.625"
"62699","09:03:33.750"
"62700","09:03:33.875"
"62701","09:03:34.000"
"62702","09:03:34.125"
"62703","09:03:34.250"
"62704","09:03:34.375"
"62705","09:03:34.500"
"62706","09:03:34.625"
"62707","09:03:34.750"
"62708","09:03:34.875"
"62709","09:03:35.000"
"62710","09:03:35.125"
"62711","09:03:35.250"
"62712","09:03:35.375"
"62713","09:03:35.500"
"62714","09:03:35.625"
"62715","09:03:35.750"
"62716","09:03:35.875"
"62717","09:03:36.000"
"62718","09:03:36.125"
"62719","09:03:36.250"
"62720","09:03:36.375"
"62721","09:03:36.500"
"62722","09:03:36.625"
"62723","09:03:36.750"
"62724","09:03:36.875"
"62725","09:03:37.000"
"62726","09:03:37.125"
"62727","09:03:37.250"
"62728","09:03:37.375"
"62729","09:03:37.500"
"62730","09:03:37.625"
"62731","09:03:37.750"
"62732","09:03:37.875"
"62733","09:03:38.000"
"62734","09:03:38.125"
"62735","09:03:38.250"
"62736","09:03:38.375"
"62737","09:03:38.500"
"62738","09:03:38.625"
"62739","09:03:38.750"
"62740","09:03:38.875"
"62741","09:03:39.000"
"62742","09:03:39.125"
"62743","09:03:39.250"
"62744","09:03:39.375"
"62745","09:03:39.500"
"62746","09:03:39.625"
"62747","09:03:39.750"
"62748","09:03:39.875"
"62749","09:03:40.000"
"62750","09:03:40.125"
"62751","09:03:40.250"
"62752","09:03:40.375"
"62753","09:03:40.500"
"62754","09:03:40.625"
"62755","09:03:40.750"
"62756","09:03:40.875"
"62757","09:03:41.000"
"62758","09:03:41.125"
"62759","09:03:41.250"
"62760","09:03:41.375"
"62761","09:03:41.500"
"62762","09:03:41.625"
"62763","09:03:41.750"
"62764","09:03:41.875"
"62765","09:03:42.000"
"62766","09:03:42.125"
"62767","09:03:42.250"
"62768","09:03:42.375"
"62769","09:03:42.500"
"62770","09:03:42.625"
"62771","09:03:42.750"
"62772","09:03:42.875"
"62773","09:03:43.000"
"62774","09:03:43.125"
"62775","09:03:43.250"
"62776","09:03:43.375"
"62777","09:03:43.500"
"62778","09:03:43.625"
"62779","09:03:43.750"
"62780","09:03:43.875"
"62781","09:03:44.000"
"62782","09:03:44.125"
"62783","09:03:44.250"
"62784","09:03:44.375"
"62785","09:03:44.500"
"62786","09:03:44.625"
"62787","09:03:44.750"
"62788","09:03:44.875"
"62789","09:03:45.000"
"62790","09:03:45.125"
"62791","09:03:45.250"
"62792","09:03:45.375"
"62793","09:03:45.500"
"62794","09:03:45.625"
"62795","09:03:45.750"
"62796","09:03:45.875"
"62797","09:03:46.000"
"62798","09:03:46.125"
"62799","09:03:46.250"
"62800","09:03:46.375"
"62801","09:03:46.500"
"62802","09:03:46.625"
"62803","09:03:46.750"
"62804","09:03:46.875"
"62805","09:03:47.000"
"62806","09:03:47.125"
"62807","09:03:47.250"
"62808","09:03:47.375"
"62809","09:03:47.500"
"62810","09:03:47.625"
"62811","09:03:47.750"
"62812","09:03:47.875"
"62813","09:03:48.000"
"62814","09:03:48.125"
"62815","09:03:48.250"
"62816","09:03:48.375"
"62817","09:03:48.500"
"62818","09:03:48.625"
"62819","09:03:48.750"
"62820","09:03:48.875"
"62821","09:03:49.000"
"62822","09:03:49.125"
"62823","09:03:49.250"
"62824","09:03:49.375"
"62825","09:03:49.500"
"62826","09:03:49.625"
"62827","09:03:49.750"
"62828","09:03:49.875"
"62829","09:03:50.000"
"62830","09:03:50.125"
"62831","09:03:50.250"
"62832","09:03:50.375"
"62833","09:03:50.500"
"62834","09:03:50.625"
"62835","09:03:50.750"
"62836","09:03:50.875"
"62837","09:03:51.000"
"62838","09:03:51.125"
"62839","09:03:51.250"
"62840","09:03:51.375"
"62841","09:03:51.500"
"62842","09:03:51.625"
"62843","09:03:51.750"
"62844","09:03:51.875"
"62845","09:03:52.000"
"62846","09:03:52.125"
"62847","09:03:52.250"
"62848","09:03:52.375"
"62849","09:03:52.500"
"62850","09:03:52.625"
"62851","09:03:52.750"
"62852","09:03:52.875"
"62853","09:03:53.000"
"62854","09:03:53.125"
"62855","09:03:53.250"
"62856","09:03:53.375"
"62857","09:03:53.500"
"62858","09:03:53.625"
"62859","09:03:53.750"
"62860","09:03:53.875"
"62861","09:03:54.000"
"62862","09:03:54.125"
"62863","09:03:54.250"
"62864","09:03:54.375"
"62865","09:03:54.500"
"62866","09:03:54.625"
"62867","09:03:54.750"
"62868","09:03:54.875"
"62869","09:03:55.000"
"62870","09:03:55.125"
"62871","09:03:55.250"
"62872","09:03:55.375"
"62873","09:03:55.500"
"62874","09:03:55.625"
"62875","09:03:55.750"
"62876","09:03:55.875"
"62877","09:03:56.000"
"62878","09:03:56.125"
"62879","09:03:56.250"
"62880","09:03:56.375"
"62881","09:03:56.500"
"62882","09:03:56.625"
"62883","09:03:56.750"
"62884","09:03:56.875"
"62885","09:03:57.000"
"62886","09:03:57.125"
"62887","09:03:57.250"
"62888","09:03:57.375"
"62889","09:03:57.500"
"62890","09:03:57.625"
"62891","09:03:57.750"
"62892","09:03:57.875"
"62893","09:03:58.000"
"62894","09:03:58.125"
"62895","09:03:58.250"
"62896","09:03:58.375"
"62897","09:03:58.500"
"62898","09:03:58.625"
"62899","09:03:58.750"
"62900","09:03:58.875"
"62901","09:03:59.000"
"62902","09:03:59.125"
"62903","09:03:59.250"
"62904","09:03:59.375"
"62905","09:03:59.500"
"62906","09:03:59.625"
"62907","09:03:59.750"
"62908","09:03:59.875"
"62909","09:04:00.000"
"62910","09:04:00.125"
"62911","09:04:00.250"
"62912","09:04:00.375"
"62913","09:04:00.500"
"62914","09:04:00.625"
"62915","09:04:00.750"
"62916","09:04:00.875"
"62917","09:04:01.000"
"62918","09:04:01.125"
"62919","09:04:01.250"
"62920","09:04:01.375"
"62921","09:04:01.500"
"62922","09:04:01.625"
"62923","09:04:01.750"
"62924","09:04:01.875"
"62925","09:04:02.000"
"62926","09:04:02.125"
"62927","09:04:02.250"
"62928","09:04:02.375"
"62929","09:04:02.500"
"62930","09:04:02.625"
"62931","09:04:02.750"
"62932","09:04:02.875"
"62933","09:04:03.000"
"62934","09:04:03.125"
"62935","09:04:03.250"
"62936","09:04:03.375"
"62937","09:04:03.500"
"62938","09:04:03.625"
"62939","09:04:03.750"
"62940","09:04:03.875"
"62941","09:04:04.000"
"62942","09:04:04.125"
"62943","09:04:04.250"
"62944","09:04:04.375"
"62945","09:04:04.500"
"62946","09:04:04.625"
"62947","09:04:04.750"
"62948","09:04:04.875"
"62949","09:04:05.000"
"62950","09:04:05.125"
