Station,Cast,BottleID,Filtered,Date,Latitude_degrees_start,Longitude_degrees_start,Latitude_degrees_end,Longitude_degrees_end,Depth_fathoms,Depth_meters,Time_CTD_on,Time_in,Time_bottom,Time_ascent,Time_out,Salinity_bottle,Preservation,Pres_vol_ug,Bottle_CTD_notes,Tow_start_time,Tow_end_time,Tow_latitude_start,Tow_longitude_start,Tow_latitude_end,Tow_longitude_end,Tow_abundance,Scallop_samples,Tow_notes,Depth_m_CTD,Temperature,Temp_FLAG,Pressure,Press_FLAG,SeaPressure,SeaPress_FLAG,Salinity,Salinity_FLAG,DIC,DIC_FLAG,TA,TA_FLAG,DIC/TA Ratio,Dissolved_oxygen,DO_sat
98,Surface,RSA_459,,20211009,40°48.03',69°06.01',40°48.18',69°06.07',35,64,15:59,15:59,16:01,16:03,16:04,,Mercuric,100,top not screwed tightly; originally recorded as bottom sample,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.15473438,,12.62207333,,2.489573327,,32.5936,,1994.7,,2234.2,,0.892802793,288.9839222,117.0685312
98,Bottom,RSA_460,,20211009,40°48.03',69°06.01',40°48.18',69°06.07',35,64,NA,16:00,NA,NA,NA,,Mercuric,100,top not screwed tightly; originally recorded as surface sample,NA,NA,NA,NA,NA,NA,NA,,,59.92870079,14.92724184,,69.88948594,,59.75698594,,33.4475,,2029.5,,2260.9,,0.89809368,253.0403058,98.19707105
100,Bottom,RSA_461,,20211009,40°48.02',69°18.00',40°48.09',69°17.99',29.5,53.9,17:14,17:15,17:15,17:17,17:17,L7,Mercuric,100,originally recorded as filtered sample,NA,NA,NA,NA,NA,NA,NA,,,46.32335775,16.08329146,,56.72642382,,46.59392382,,32.8138,,2059.5,,2254.4,,0.913546842,269.1328394,106.9099862
100,Surface,RSA_462,Y?,20211009,40°48.02',69°18.00',40°48.09',69°17.99',29.5,53.9,17:14,17:15,17:15,17:17,17:17,L7,Mercuric,100,originally recorded as bottom sample (unfiltered),NA,NA,NA,NA,NA,NA,NA,,,2.5,16.52273209,,12.60261375,,2.47011375,,32.835,,2028.8,,2243.3,,0.904381937,,
100,Surface,RSA_463,,20211009,40°48.02',69°18.00',40°48.09',69°17.99',29.5,53.9,NA,17:15,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,16.52273209,,12.60261375,,2.47011375,,32.835,,2035.2,,2237.2,,0.909708564,278.6758081,111.6769154
99,Bottom,RSA_464,,20211009,40°42.05',69°12.05',40°42.05',69°12.06',33.3,60.9,18:19,18:20,18:20,18:21,18:22,L8,Mercuric,100,,18:27,18:42,40°41.72',69°12.40',40°40.79',69°13.04',78,50,,61.21019811,15.39209997,,71.78227407,,61.64977407,,32.9921,,2052.5,,2222.8,,0.92338492,254.9405822,99.99637296
99,Surface,RSA_465,,20211009,40°42.05',69°12.05',40°42.05',69°12.06',33.3,60.9,NA,18:20,NA,NA,NA,,Mercuric,100,,18:27,18:42,40°41.72',69°12.40',40°40.79',69°13.04',78,50,,2.5,17.58619976,,12.47521274,,2.342712742,,32.6146,,1981,,2210.6,,0.896136795,281.9936277,115.207347
101,Bottom,RSA_466,,20211009,40°36.01',69°17.97',40°35.98',69°18.01',29.8,54.5,19:33,19:33,19:34,19:35,19:37,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,53.550834,15.1362925,,63.84206496,,53.70956496,,33.0773,,2061.7,,2224.8,,0.92669004,251.4942267,98.20229572
101,Surface,RSA_467,,20211009,40°36.01',69°17.97',40°35.98',69°18.01',29.8,54.5,NA,19:33,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.73403062,,12.56846701,,2.435967013,,32.6513,,1986.4,,2212.8,,0.897686189,282.4542082,115.7496374
105,Bottom,RSA_468,,20211009,40°29.99',69°24.02',40°29.92',69°24.03',31.8,58.2,20:29,20:29,20:30,20:31,20:32,L9,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,55.5416847,15.79552873,,65.95378001,,55.82128001,,33.3271,,2058.2,,2247.7,,0.915691596,250.2890244,99.16059836
105,Surface,RSA_469,,20211009,40°29.99',69°24.02',40°29.92',69°24.03',31.8,58.2,NA,20:29,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,19.80164346,,12.69333299,,2.560832986,,33.57,,1997.2,,2253,,0.886551265,270.7810697,115.932972
106,Bottom,RSA_470,,20211009,40°27.04',69°24.04',40°27.01',69°24.09',33.8,61.8,20:55,20:56,20:56,20:58,20:58,L10,Mercuric,100,,21:02,21:17,40°26.80',69°24.41',40°26.03',69°25.67',596,50,many crushed scallops,62.34769015,15.02232945,,72.82921985,,62.69671985,,33.2922,,2071.8,,2241.8,,0.924168079,246.7672601,96.25647051
106,Surface,RSA_471,,20211009,40°27.04',69°24.04',40°27.01',69°24.09',33.8,61.8,NA,20:56,NA,NA,NA,,Mercuric,100,,21:02,21:17,40°26.80',69°24.41',40°26.03',69°25.67',596,50,many crushed scallops,2.5,19.90327694,,12.61262896,,2.480128962,,33.6778,,2000.1,,2264.9,,0.883217802,268.8533472,115.3675092
109,Bottom,RSA_472,,20211009,40°23.98',69°36.32',40°23.98',69°36.53',35.1,64.2,22:32,22:32,22:34,22:35,22:36,L11,Mercuric,100,,22:40,22:55,40°23.90',69°36.93',40°23.90',69°38.41',10,10,,56.01322544,12.98598534,,66.15907134,,56.02657134,,33.019,,2084.5,,2231.4,,0.934166891,248.6665796,92.95485014
109,Surface,RSA_473,,20211009,40°23.98',69°36.32',40°23.98',69°36.53',35.1,64.2,NA,22:32,NA,NA,NA,,Mercuric,100,,22:40,22:55,40°23.90',69°36.93',40°23.90',69°38.41',10,10,,2.5,19.31311536,,12.68402312,,2.551523123,,33.2274,,2003.3,,2250.9,,0.889999556,265.6680925,112.5663523
110,Bottom,RSA_474,,20211009,40°23.98',69°41.54',40°23.99',69°41.61',36.5,66.8,23:16,23:16,23:17,23:19,23:20,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,64.730486,12.74844332,,75.06015235,,64.92765235,,33.1964,,2095.6,,2233.3,,0.938342363,243.3140485,90.54935917
110,Surface,RSA_475,Y,20211009,40°23.98',69°41.54',40°23.99',69°41.61',36.5,66.8,NA,23:16,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,18.68485713,,12.7037716,,2.571271604,,33.0109,,1994.4,,2238.7,,0.890874168,,
110,Surface,RSA_476,,20211009,40°23.98',69°41.54',40°23.99',69°41.61',36.5,66.8,NA,23:16,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,18.68485713,,12.7037716,,2.571271604,,33.0109,,2003.9,,2244.5,,0.892804634,275.6897626,115.2921654
108,Bottom,RSA_477,,20211010,40°29.65',69°36.38',40°29.64',69°36.49',35.3,64.6,0:18,0:19,0:20,0:21,0:22,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,64.90846246,15.20019871,,75.0543218,,64.9218218,,33.3455,,2068.6,,2242.6,,0.922411487,247.1001983,96.7710663
108,Surface,RSA_478,,20211010,40°29.65',69°36.38',40°29.64',69°36.49',35.3,64.6,NA,0:19,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,18.98071978,,12.63825882,,2.505758824,,33.1313,,1995.8,,2242.1,,0.89014763,269.3007433,113.331793
107,Bottom,RSA_479,Y,20211010,40°35.97',69°30.07',40°36.01',69°30.16',38,69.5,1:26,1:26,1:27,1:28,1:29,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,50.11464197,16.19790242,,60.61855183,,50.48605183,,32.7864,,2037.9,,2229.2,,0.914184461,,
107,Bottom,RSA_480,,20211010,40°35.97',69°30.07',40°36.01',69°30.16',38,69.5,1:26,1:26,1:27,1:28,1:29,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,50.11464197,16.19790242,,60.61855183,,50.48605183,,33.0406,,2038,,2225.9,,0.91576441,264.5840884,105.3244975
107,Surface,RSA_481,,20211010,40°35.97',69°30.07',40°36.01',69°30.16',38,69.5,NA,1:26,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,17.82278027,,12.61624604,,2.483746041,,33.0698,,2011.7,,2233.5,,0.900693978,268.9105066,110.6687966
111,Bottom,RSA_482,,20211010,40°36.03',69°41.96',40°36.09',69°42.06',32.1,58.7,2:26,2:27,2:28,2:29,2:30,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,56.37717034,16.71482881,,66.79370587,,56.66120587,,33.1804,,2050.1,,2248.4,,0.91180395,256.3848824,103.3494572
111,Surface,RSA_483,,20211010,40°36.03',69°41.96',40°36.09',69°42.06',32.1,58.7,NA,2:27,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,19.65174754,,12.6330749,,2.500574902,,33.5555,,2015.4,,2274.1,,0.886240711,264.8676446,113.1600284
112,Bottom,RSA_484,,20211010,40°30.21',69°47.85',40°30.32',69°47.98',37.4,68.4,3:27,3:28,3:29,3:30,3:31,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,60.26479212,13.82601408,,70.82198066,,60.68948066,,33.2801,,2102.3,,2256.4,,0.931705371,243.9362696,92.87458802
112,Surface,RSA_485,,20211010,40°30.21',69°47.85',40°30.32',69°47.98',37.4,68.4,NA,3:28,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,19.01151205,,12.69984746,,2.567347457,,33.044,,1986,,2233.5,,0.889187374,275.7121642,116.0360228
113,Bottom,RSA_486,,20211010,40°36.04',69°54.01',40°36.05',69°54.01',31.4,57.4,4:20,4:21,4:22,4:23,4:24,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,52.08276505,16.00813889,,62.62498281,,52.49248281,,33.41,,2060.9,,2246.5,,0.917382595,245.8332059,97.87073467
113,Surface,RSA_487,,20211010,40°36.04',69°54.01',40°36.05',69°54.01',31.4,57.4,NA,4:22,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,20.12419697,,12.63678598,,2.504285981,,33.9955,,2013.3,,2278.1,,0.883982266,256.9558714,110.8493099
114,Bottom,RSA_488,Y,20211010,40°42.02',69°47.99',40°42.06',69°42.00',26.7,48.8,5:17,5:17,5:18,5:19,5:20,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,44.99443776,17.11797827,,55.21898185,,45.08648185,,33.1807,,2031,,2236.8,,0.907993562,,
114,Bottom,RSA_489,,20211010,40°42.02',69°47.99',40°42.06',69°42.00',26.7,48.8,5:17,5:17,5:18,5:19,5:20,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,44.99443776,17.11797827,,55.21898185,,45.08648185,,33.1807,,2030.1,,2235.6,,0.908078368,261.1323616,106.0911074
114,Surface,RSA_490,,20211010,40°42.02',69°47.99',40°42.06',69°42.00',26.7,48.8,NA,5:17,NA,NA,NA,,Mercuric,100,,NA,NA,NA,NA,NA,NA,NA,,,2.5,18.62032334,,12.63428322,,2.501783217,,33.5326,,2016.4,,2264.2,,0.890557371,260.549311,109.1718749
